num_venda;data_venda;data_entrega;uf;regiao;gestor;vendedor;departamento;forma_pagamento;valor_venda;status
8661;17/03/2013;22/03/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;7370.40;Concluída
8662;18/03/2013;28/03/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrodomésticos;Cartão de Crédito;4304.87;Concluída
8664;19/03/2013;03/04/2013;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Roupas e Acessórios;Cartão de Débito;373.22;Concluída
8666;19/03/2013;26/03/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;12015.12;Concluída
8667;20/03/2013;30/03/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Boleto Bancário;13984.02;Concluída
8668;20/03/2013;27/03/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrônicos;Cartão de Crédito;11574.84;Concluída
8669;21/03/2013;23/03/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Casa e Construção;Cartão de Crédito;1659.37;Cancelada
8670;21/03/2013;28/03/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Transferência Eletrônica;698.90;Concluída
8671;21/03/2013;31/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;12081.59;Concluída
8672;21/03/2013;30/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;4113.13;Concluída
8673;21/03/2013;30/03/2013;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrônicos;Cartão de Crédito;10223.50;Concluída
8676;21/03/2013;04/04/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Boleto Bancário;5594.51;Concluída
8677;22/03/2013;27/03/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrônicos;Cartão de Débito;1799.57;Cancelada
8678;23/03/2013;28/03/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Crédito;530.86;Concluída
8680;23/03/2013;31/03/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Cartão de Débito;2512.63;Concluída
8681;24/03/2013;29/03/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Móveis e Decoração;Cartão de Crédito;5693.31;Concluída
8682;24/03/2013;28/03/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Boleto Bancário;4095.38;Concluída
8683;24/03/2013;08/04/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Esporte e Lazer;Cartão de Débito;3550.16;Concluída
8684;25/03/2013;02/04/2013;SC;Sul;Roberta Camargo;João Lima;Eletrodomésticos;Cartão de Débito;4486.41;Concluída
8685;25/03/2013;09/04/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Transferência Eletrônica;13814.56;Concluída
8686;25/03/2013;29/03/2013;TO;Norte;Elenice Mendes;Armando Cabral;Eletrônicos;Cartão de Crédito;5844.31;Concluída
8687;25/03/2013;29/03/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;7268.18;Cancelada
8688;25/03/2013;01/04/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Roupas e Acessórios;Cartão de Crédito;219.38;Concluída
8689;26/03/2013;01/04/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Transferência Eletrônica;5016.46;Concluída
8690;26/03/2013;30/03/2013;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Cartão de Débito;5163.13;Concluída
8691;26/03/2013;29/03/2013;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Móveis e Decoração;Cartão de Crédito;4623.44;Cancelada
8692;26/03/2013;30/03/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Roupas e Acessórios;Cartão de Crédito;234.55;Cancelada
8693;26/03/2013;04/04/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;12985.38;Concluída
8695;28/03/2013;06/04/2013;SC;Sul;Roberta Camargo;João Lima;Casa e Construção;Transferência Eletrônica;5667.91;Concluída
8696;28/03/2013;11/04/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Móveis e Decoração;Cartão de Crédito;1306.80;Concluída
8697;29/03/2013;01/04/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;2380.62;Concluída
8699;29/03/2013;02/04/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;8486.37;Cancelada
8701;29/03/2013;11/04/2013;TO;Norte;Elenice Mendes;Armando Cabral;Roupas e Acessórios;Cartão de Débito;361.94;Concluída
8702;29/03/2013;31/03/2013;PI;Nordeste;Raimundo Moraes;Gerson Melo;Casa e Construção;Transferência Eletrônica;3857.73;Concluída
8703;30/03/2013;04/04/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Débito;9621.25;Cancelada
8704;30/03/2013;13/04/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;8368.69;Concluída
8705;30/03/2013;08/04/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Transferência Eletrônica;1931.02;Concluída
8706;31/03/2013;04/04/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Móveis e Decoração;Boleto Bancário;3418.14;Concluída
8709;31/03/2013;04/04/2013;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Boleto Bancário;11572.85;Concluída
8712;01/04/2013;07/04/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Esporte e Lazer;Boleto Bancário;3004.24;Concluída
8713;01/04/2013;10/04/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Esporte e Lazer;Cartão de Crédito;1952.08;Concluída
8714;01/04/2013;16/04/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Esporte e Lazer;Cartão de Crédito;1678.29;Concluída
8716;01/04/2013;05/04/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrônicos;Cartão de Crédito;10940.78;Concluída
8717;01/04/2013;11/04/2013;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Esporte e Lazer;Transferência Eletrônica;2213.17;Concluída
8720;03/04/2013;06/04/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Boleto Bancário;13598.30;Concluída
8721;04/04/2013;11/04/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Móveis e Decoração;Cartão de Débito;2895.36;Concluída
8722;04/04/2013;12/04/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrodomésticos;Cartão de Débito;1978.41;Concluída
8725;04/04/2013;14/04/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Móveis e Decoração;Cartão de Débito;4865.42;Concluída
8726;05/04/2013;16/04/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Cartão de Crédito;10133.60;Concluída
8728;05/04/2013;13/04/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Esporte e Lazer;Cartão de Débito;3367.81;Concluída
8729;06/04/2013;17/04/2013;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrônicos;Cartão de Crédito;5067.19;Concluída
8730;06/04/2013;17/04/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Crédito;2859.68;Concluída
8731;08/04/2013;20/04/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Boleto Bancário;3148.76;Concluída
8732;08/04/2013;18/04/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Boleto Bancário;2374.58;Concluída
8733;09/04/2013;11/04/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Roupas e Acessórios;Cartão de Crédito;334.07;Cancelada
8734;09/04/2013;15/04/2013;PA;Norte;Elenice Mendes;Luíza Campos;Utilidades Domésticas;Cartão de Crédito;2130.43;Concluída
8735;10/04/2013;25/04/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Transferência Eletrônica;844.28;Concluída
8737;10/04/2013;14/04/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Roupas e Acessórios;Boleto Bancário;330.94;Concluída
8740;10/04/2013;23/04/2013;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Roupas e Acessórios;Boleto Bancário;281.49;Concluída
8741;10/04/2013;16/04/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Casa e Construção;Cartão de Crédito;8635.80;Concluída
8742;11/04/2013;19/04/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Móveis e Decoração;Cartão de Crédito;4412.93;Concluída
8743;11/04/2013;23/04/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Cartão de Débito;795.94;Concluída
8744;12/04/2013;25/04/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Débito;3065.72;Concluída
8745;12/04/2013;23/04/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Utilidades Domésticas;Cartão de Crédito;1472.46;Concluída
8746;12/04/2013;19/04/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Esporte e Lazer;Cartão de Débito;2281.32;Concluída
8749;12/04/2013;22/04/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;6607.01;Concluída
8750;12/04/2013;27/04/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Móveis e Decoração;Cartão de Crédito;4835.46;Concluída
8751;13/04/2013;23/04/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Transferência Eletrônica;2658.85;Cancelada
8752;13/04/2013;20/04/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;7940.84;Concluída
8753;13/04/2013;19/04/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Crédito;12641.35;Concluída
8754;13/04/2013;18/04/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Utilidades Domésticas;Cartão de Débito;2081.33;Concluída
8755;14/04/2013;27/04/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Cartão de Crédito;757.07;Concluída
8756;14/04/2013;22/04/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Transferência Eletrônica;2588.40;Concluída
8757;15/04/2013;24/04/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Esporte e Lazer;Transferência Eletrônica;3188.50;Concluída
8758;16/04/2013;23/04/2013;PR;Sul;Roberta Camargo;Érica Macedo;Esporte e Lazer;Boleto Bancário;3461.02;Concluída
8759;17/04/2013;24/04/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Boleto Bancário;12820.68;Concluída
8761;17/04/2013;22/04/2013;PA;Norte;Elenice Mendes;Luíza Campos;Casa e Construção;Cartão de Crédito;2134.77;Concluída
8762;17/04/2013;22/04/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Roupas e Acessórios;Cartão de Débito;320.01;Concluída
8763;17/04/2013;26/04/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;4175.15;Cancelada
8764;18/04/2013;26/04/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Móveis e Decoração;Boleto Bancário;5327.95;Concluída
8765;18/04/2013;25/04/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Transferência Eletrônica;10438.22;Concluída
8766;18/04/2013;21/04/2013;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Eletrodomésticos;Cartão de Débito;3212.95;Cancelada
8768;19/04/2013;21/04/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Roupas e Acessórios;Cartão de Crédito;469.02;Cancelada
8769;19/04/2013;24/04/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;11109.33;Concluída
8770;19/04/2013;26/04/2013;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Transferência Eletrônica;8797.88;Concluída
8773;20/04/2013;29/04/2013;RO;Norte;Elenice Mendes;Dorival da Silva;Casa e Construção;Transferência Eletrônica;5770.07;Concluída
8774;20/04/2013;22/04/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Transferência Eletrônica;6030.17;Concluída
8775;20/04/2013;25/04/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Cartão de Débito;359.87;Concluída
8777;20/04/2013;30/04/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Débito;3530.90;Concluída
8779;20/04/2013;30/04/2013;PA;Norte;Elenice Mendes;Luíza Campos;Utilidades Domésticas;Cartão de Débito;1734.85;Concluída
8780;21/04/2013;30/04/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Cartão de Crédito;3142.36;Concluída
8781;21/04/2013;06/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Boleto Bancário;8400.85;Concluída
8782;22/04/2013;02/05/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Utilidades Domésticas;Cartão de Crédito;1021.88;Concluída
8783;22/04/2013;29/04/2013;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Esporte e Lazer;Cartão de Débito;3176.44;Cancelada
8786;22/04/2013;30/04/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Boleto Bancário;2435.47;Concluída
8787;22/04/2013;02/05/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Crédito;2762.01;Cancelada
8789;22/04/2013;28/04/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Cartão de Débito;4843.32;Concluída
8790;23/04/2013;03/05/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Roupas e Acessórios;Cartão de Débito;244.75;Concluída
8793;23/04/2013;30/04/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Roupas e Acessórios;Cartão de Crédito;574.92;Concluída
8794;23/04/2013;01/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Crédito;349.55;Cancelada
8795;23/04/2013;30/04/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;8892.14;Concluída
8796;24/04/2013;01/05/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Débito;64.12;Concluída
8797;24/04/2013;01/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Crédito;296.60;Concluída
8798;24/04/2013;04/05/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;10384.60;Cancelada
8799;24/04/2013;26/04/2013;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Móveis e Decoração;Cartão de Crédito;4099.34;Concluída
8800;24/04/2013;28/04/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Esporte e Lazer;Cartão de Débito;1490.02;Concluída
8801;24/04/2013;08/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Crédito;1809.71;Concluída
8802;25/04/2013;09/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;6781.43;Concluída
8803;26/04/2013;03/05/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Boleto Bancário;3069.08;Concluída
8806;27/04/2013;30/04/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Boleto Bancário;718.23;Cancelada
8807;27/04/2013;01/05/2013;PA;Norte;Elenice Mendes;Luíza Campos;Eletrônicos;Boleto Bancário;7971.40;Concluída
8808;27/04/2013;06/05/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Cartão de Crédito;533.60;Concluída
8809;27/04/2013;02/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Crédito;2698.15;Concluída
8810;28/04/2013;01/05/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Boleto Bancário;158.80;Concluída
8811;28/04/2013;01/05/2013;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Transferência Eletrônica;806.27;Concluída
8814;28/04/2013;01/05/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Cartão de Crédito;2351.84;Concluída
8815;28/04/2013;08/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Boleto Bancário;2605.66;Concluída
8816;29/04/2013;03/05/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Crédito;332.06;Concluída
8817;29/04/2013;07/05/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;4167.15;Cancelada
8818;29/04/2013;09/05/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Boleto Bancário;7357.03;Concluída
8819;29/04/2013;02/05/2013;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Móveis e Decoração;Boleto Bancário;2289.72;Concluída
8820;30/04/2013;03/05/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Cartão de Crédito;4258.79;Concluída
8823;01/05/2013;08/05/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Débito;2944.78;Concluída
8824;01/05/2013;16/05/2013;AC;Norte;Elenice Mendes;Célio Carvalho;Roupas e Acessórios;Boleto Bancário;80.64;Concluída
8825;01/05/2013;14/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Cartão de Crédito;3488.12;Concluída
8826;02/05/2013;12/05/2013;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Transferência Eletrônica;1303.57;Concluída
8827;02/05/2013;16/05/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Transferência Eletrônica;12990.97;Concluída
8828;02/05/2013;10/05/2013;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Esporte e Lazer;Cartão de Crédito;3268.07;Concluída
8829;02/05/2013;07/05/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Crédito;5015.27;Concluída
8832;02/05/2013;05/05/2013;PA;Norte;Elenice Mendes;Luíza Campos;Esporte e Lazer;Cartão de Crédito;2266.39;Cancelada
8834;03/05/2013;07/05/2013;RO;Norte;Elenice Mendes;Dorival da Silva;Eletrônicos;Cartão de Crédito;4165.58;Concluída
8835;04/05/2013;06/05/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;1958.19;Concluída
8836;04/05/2013;14/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Crédito;1302.05;Concluída
8838;05/05/2013;15/05/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Débito;1600.58;Concluída
8839;05/05/2013;15/05/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Esporte e Lazer;Boleto Bancário;1497.38;Concluída
8840;05/05/2013;11/05/2013;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Transferência Eletrônica;1246.21;Concluída
8841;06/05/2013;09/05/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Débito;8622.94;Concluída
8842;06/05/2013;11/05/2013;PI;Nordeste;Raimundo Moraes;Gerson Melo;Eletrônicos;Transferência Eletrônica;12671.67;Concluída
8843;06/05/2013;09/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Boleto Bancário;1567.46;Concluída
8844;06/05/2013;09/05/2013;SC;Sul;Roberta Camargo;João Lima;Móveis e Decoração;Cartão de Débito;3927.17;Concluída
8845;07/05/2013;13/05/2013;SC;Sul;Roberta Camargo;João Lima;Esporte e Lazer;Cartão de Crédito;2525.03;Concluída
8846;07/05/2013;17/05/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Roupas e Acessórios;Cartão de Débito;387.51;Concluída
8847;07/05/2013;10/05/2013;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Boleto Bancário;10134.90;Concluída
8849;07/05/2013;17/05/2013;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Eletrônicos;Cartão de Débito;7077.84;Concluída
8850;08/05/2013;10/05/2013;RO;Norte;Elenice Mendes;Dorival da Silva;Eletrônicos;Boleto Bancário;5884.37;Concluída
8851;08/05/2013;20/05/2013;PI;Nordeste;Raimundo Moraes;Gerson Melo;Roupas e Acessórios;Cartão de Crédito;435.26;Concluída
8852;08/05/2013;10/05/2013;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Móveis e Decoração;Cartão de Débito;3181.48;Cancelada
8853;08/05/2013;22/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Débito;236.56;Concluída
8854;09/05/2013;18/05/2013;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Eletrônicos;Cartão de Débito;5848.71;Concluída
8855;09/05/2013;18/05/2013;SC;Sul;Roberta Camargo;João Lima;Esporte e Lazer;Cartão de Crédito;1095.35;Concluída
8856;09/05/2013;21/05/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Boleto Bancário;181.48;Concluída
8857;10/05/2013;18/05/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrodomésticos;Boleto Bancário;1847.25;Concluída
8858;11/05/2013;26/05/2013;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Transferência Eletrônica;12511.07;Concluída
8861;11/05/2013;21/05/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Crédito;4202.79;Cancelada
8862;11/05/2013;22/05/2013;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Boleto Bancário;905.72;Concluída
8863;11/05/2013;13/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Transferência Eletrônica;12204.67;Concluída
8864;11/05/2013;13/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Débito;3373.41;Concluída
8865;12/05/2013;25/05/2013;BA;Nordeste;Raimundo Moraes;Newton Souza;Utilidades Domésticas;Boleto Bancário;1437.09;Concluída
8867;12/05/2013;14/05/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Esporte e Lazer;Transferência Eletrônica;619.38;Concluída
8868;12/05/2013;20/05/2013;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Roupas e Acessórios;Transferência Eletrônica;280.03;Concluída
8869;13/05/2013;23/05/2013;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Crédito;5469.70;Concluída
8870;13/05/2013;15/05/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;9895.96;Concluída
8872;14/05/2013;18/05/2013;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Boleto Bancário;7561.90;Concluída
8873;14/05/2013;19/05/2013;AL;Nordeste;Raimundo Moraes;Marcos Reis;Roupas e Acessórios;Cartão de Crédito;193.97;Concluída
8874;14/05/2013;29/05/2013;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Débito;4501.65;Concluída
8875;14/05/2013;27/05/2013;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;8046.04;Concluída
8877;15/05/2013;17/05/2013;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Utilidades Domésticas;Cartão de Débito;1152.15;Concluída
8878;15/05/2013;20/05/2013;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Transferência Eletrônica;897.73;Concluída
